Order_ID,Order_Date,Origin_City,Destination_City,Route_Type,Transportation_Mode,Product_Category,Base_Lead_Time_Days,Scheduled_Lead_Time_Days,Actual_Lead_Time_Days,Delay_Days,Delivery_Status,Disruption_Event,Geopolitical_Risk_Index,Weather_Severity_Index,Inflation_Rate_Pct,Shipping_Cost_USD,Order_Weight_Kg,Mitigation_Action_Taken
ORD-BA4985CC,2025-03-15,"Hamburg, DE","New York, US",Atlantic,Sea,Pharmaceuticals,12,15,11,0,On Time,None,0.87,9.8,3.69,553.52,592,Standard Shipping
ORD-B6DEE29D,2025-07-28,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Textiles,28,30,28,0,On Time,None,0.18,9.6,5.16,911.55,1545,Standard Shipping
ORD-CEF0ABCC,2024-01-22,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Consumer Electronics,18,20,17,0,On Time,None,0.56,1.3,2.66,731.64,938,Standard Shipping
ORD-6E00B86D,2025-08-13,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Perishable Foods,18,19,18,0,On Time,None,0.26,6.3,1.33,2691.36,4272,Standard Shipping
ORD-9FC9F078,2025-08-24,"Santos, BR","Shanghai, CN",Commodity,Air,Semiconductors,4,5,8,3,Late,Port Congestion,0.86,0.8,4.88,31463.39,1864,Expedited Air Freight
ORD-52AC040B,2025-11-03,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Textiles,24,26,24,0,On Time,None,0.66,6.6,2.69,2822.0,3400,Standard Shipping
ORD-6787DFF3,2024-08-13,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Pharmaceuticals,7,9,6,0,On Time,None,0.79,9.1,2.35,2251.82,2516,Standard Shipping
ORD-73C21AC0,2024-11-16,"Mumbai, IN","Felixstowe, UK",Suez,Air,Pharmaceuticals,3,6,3,0,On Time,None,0.14,9.9,4.37,18132.84,2892,Standard Shipping
ORD-6BA2FC2E,2025-12-20,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Perishable Foods,28,30,26,0,On Time,None,0.85,2.3,1.09,5858.03,6333,Standard Shipping
ORD-0D690B32,2024-10-18,"Mumbai, IN","Felixstowe, UK",Suez,Air,Pharmaceuticals,3,6,17,11,Late,Geopolitical Conflict (Route Diversion),0.38,9.3,1.84,71224.56,3910,Expedited Air Freight
ORD-AB1D58E7,2025-03-11,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Raw Materials,18,20,18,0,On Time,None,0.11,5.5,3.91,5414.58,9756,Standard Shipping
ORD-DA9B6D3C,2025-06-12,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Raw Materials,24,25,24,0,On Time,None,0.33,1.7,1.74,2516.36,3784,Standard Shipping
ORD-353ABBDA,2025-10-13,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Consumer Electronics,7,9,7,0,On Time,None,0.23,3.6,3.27,1217.09,1979,Standard Shipping
ORD-39086682,2025-09-11,"Hamburg, DE","New York, US",Atlantic,Sea,Consumer Electronics,12,13,13,0,On Time,None,0.86,0.7,3.11,2600.28,2796,Standard Shipping
ORD-5A624573,2024-12-11,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Consumer Electronics,18,20,18,0,On Time,None,0.44,0.3,0.51,6680.16,9278,Standard Shipping
ORD-1E33707C,2024-05-30,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Perishable Foods,18,19,17,0,On Time,None,0.42,2.1,3.3,216.55,305,Standard Shipping
ORD-1F13C8CF,2025-12-26,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Perishable Foods,24,25,23,0,On Time,None,0.36,3.7,3.89,470.56,692,Standard Shipping
ORD-57BF8902,2024-02-12,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Perishable Foods,24,27,24,0,On Time,None,0.81,4.2,2.99,448.88,496,Standard Shipping
ORD-970E9EE5,2024-11-21,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Textiles,24,27,23,0,On Time,None,0.5,1.4,3.71,5891.25,7855,Standard Shipping
ORD-423826F4,2024-09-02,"Tokyo, JP","Singapore, SG",Intra-Asia,Air,Semiconductors,2,5,2,0,On Time,None,0.7,4.9,2.8,65880.1,7046,Standard Shipping
ORD-6A567271,2024-04-29,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Perishable Foods,24,26,24,0,On Time,None,0.84,3.1,3.52,7527.44,8182,Standard Shipping
ORD-3A11A893,2024-07-29,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Perishable Foods,18,19,18,0,On Time,None,0.22,9.2,3.97,5283.82,8662,Standard Shipping
ORD-C014B3CD,2025-05-14,"Santos, BR","Shanghai, CN",Commodity,Sea,Pharmaceuticals,35,37,35,0,On Time,None,0.49,6.6,1.31,2390.7,3209,Standard Shipping
ORD-56F29172,2025-12-26,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Textiles,18,19,16,0,On Time,None,0.85,3.7,4.64,7801.45,8434,Standard Shipping
ORD-65966E2D,2025-02-23,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Textiles,28,29,38,9,Late,Geopolitical Conflict (Route Diversion),0.55,2.0,2.3,7572.69,6107,Re-routing
ORD-E8153A3A,2024-05-11,"Shenzhen, CN","Rotterdam, NL",Suez,Air,Semiconductors,3,5,3,0,On Time,None,0.84,3.5,2.41,48424.2,4785,Standard Shipping
ORD-985FF435,2025-04-19,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Pharmaceuticals,28,29,28,0,On Time,None,0.58,8.1,3.94,3656.12,4628,Standard Shipping
ORD-677D6D71,2024-11-07,"Mumbai, IN","Felixstowe, UK",Suez,Air,Semiconductors,3,5,2,0,On Time,None,0.23,7.0,2.14,7130.31,1054,Standard Shipping
ORD-47BD210C,2025-07-13,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Consumer Electronics,28,31,28,0,On Time,None,0.68,1.2,4.14,7512.12,8943,Standard Shipping
ORD-ADC6F970,2024-02-10,"Shanghai, CN","Los Angeles, US",Pacific,Air,Pharmaceuticals,2,5,2,0,On Time,None,0.46,4.5,2.76,61252.84,7628,Standard Shipping
ORD-260F4CA8,2024-02-26,"Santos, BR","Shanghai, CN",Commodity,Sea,Perishable Foods,35,38,35,0,On Time,None,0.61,2.6,3.59,6135.71,7622,Standard Shipping
ORD-D99D44D0,2024-12-21,"Hamburg, DE","New York, US",Atlantic,Sea,Raw Materials,12,14,17,3,Late,Port Congestion,0.83,3.4,4.52,5628.35,5592,Standard Shipping
ORD-4C98B227,2025-03-24,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Raw Materials,24,27,24,0,On Time,None,0.16,5.8,4.4,3222.48,5556,Standard Shipping
ORD-724F873A,2024-11-19,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Raw Materials,24,27,24,0,On Time,None,0.25,7.4,4.51,108.12,173,Standard Shipping
ORD-00FF8915,2025-10-02,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Raw Materials,28,29,28,0,On Time,None,0.59,2.8,3.23,150.25,189,Standard Shipping
ORD-73162B46,2025-01-09,"Santos, BR","Shanghai, CN",Commodity,Sea,Auto Parts,35,37,36,0,On Time,None,0.53,2.1,2.33,5882.85,7690,Standard Shipping
ORD-51346FD2,2024-12-11,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Semiconductors,28,30,28,0,On Time,None,0.16,0.9,3.85,732.54,1263,Standard Shipping
ORD-577A6DE6,2025-05-11,"Hamburg, DE","New York, US",Atlantic,Sea,Textiles,12,14,11,0,On Time,None,0.23,8.1,4.55,5034.39,8186,Standard Shipping
ORD-489C3FAC,2025-05-11,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Pharmaceuticals,28,31,28,0,On Time,None,0.36,4.3,2.31,6062.2,8915,Standard Shipping
ORD-93D16D18,2024-04-27,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Consumer Electronics,28,31,28,0,On Time,None,0.79,3.1,3.31,555.79,621,Standard Shipping
ORD-42381566,2025-09-04,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Auto Parts,7,10,7,0,On Time,None,0.43,6.3,4.28,1579.43,2209,Standard Shipping
ORD-59FC5473,2024-01-04,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Textiles,18,19,18,0,On Time,None,0.64,2.9,3.79,1039.76,1268,Standard Shipping
ORD-FF85F27D,2024-08-14,"Shenzhen, CN","Rotterdam, NL",Suez,Air,Semiconductors,3,4,3,0,On Time,None,0.55,5.3,3.19,7689.55,902,Standard Shipping
ORD-B551E2B5,2025-08-30,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Textiles,18,19,18,0,On Time,None,0.65,3.7,2.63,6397.88,7755,Standard Shipping
ORD-80B933E4,2025-09-01,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Raw Materials,18,20,29,9,Late,Severe Weather (Typhoon/Storm),0.87,8.7,2.18,6983.33,6224,Standard Shipping
ORD-D84617A6,2024-03-17,"Hamburg, DE","New York, US",Atlantic,Sea,Textiles,12,15,12,0,On Time,None,0.65,5.5,4.3,99.82,121,Standard Shipping
ORD-F116E355,2025-09-13,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Consumer Electronics,24,27,24,0,On Time,None,0.22,0.9,3.03,2475.99,4059,Standard Shipping
ORD-E1A3E537,2024-04-13,"Mumbai, IN","Felixstowe, UK",Suez,Air,Semiconductors,3,5,3,0,On Time,None,0.89,0.1,3.67,77494.73,7455,Standard Shipping
ORD-A603B53B,2024-12-02,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Consumer Electronics,18,19,18,0,On Time,None,0.12,8.5,5.49,68.32,122,Standard Shipping
ORD-C97039BF,2024-05-31,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Consumer Electronics,24,26,24,0,On Time,None,0.69,9.9,2.94,8373.95,9910,Standard Shipping
ORD-980252DE,2024-07-31,"Santos, BR","Shanghai, CN",Commodity,Sea,Textiles,35,37,35,0,On Time,None,0.29,1.4,3.55,4641.42,7196,Standard Shipping
ORD-4E9CA80B,2025-08-01,"Santos, BR","Shanghai, CN",Commodity,Sea,Raw Materials,35,37,35,0,On Time,None,0.85,3.5,1.46,8742.18,9451,Standard Shipping
ORD-C426B2E4,2024-12-27,"Mumbai, IN","Felixstowe, UK",Suez,Air,Semiconductors,3,4,3,0,On Time,None,0.17,2.2,5.68,50044.99,7777,Standard Shipping
ORD-F27A136B,2025-02-13,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Textiles,28,31,29,0,On Time,None,0.47,6.5,3.64,6718.64,9141,Standard Shipping
ORD-5ECB694F,2025-04-30,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Semiconductors,18,19,17,0,On Time,None,0.27,7.1,3.3,2070.1,3260,Standard Shipping
ORD-5B1F5FD5,2024-04-30,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Consumer Electronics,7,9,8,0,On Time,None,0.83,9.4,5.96,4605.2,5033,Standard Shipping
ORD-53B741A1,2024-06-11,"Hamburg, DE","New York, US",Atlantic,Sea,Textiles,12,13,12,0,On Time,None,0.45,3.5,4.01,1297.02,1789,Standard Shipping
ORD-16568D2A,2024-09-09,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Raw Materials,7,10,7,0,On Time,None,0.14,6.3,2.6,1635.9,2870,Standard Shipping
ORD-6AFAB3DD,2024-05-06,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Perishable Foods,24,26,35,9,Late,Geopolitical Conflict (Route Diversion),0.62,2.6,6.63,8273.66,6384,Re-routing
ORD-64CFF798,2025-08-18,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Auto Parts,7,10,9,0,On Time,None,0.11,2.1,3.39,1178.27,2123,Standard Shipping
ORD-03356441,2025-09-17,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Textiles,24,27,24,0,On Time,None,0.58,7.3,3.36,4643.62,5878,Standard Shipping
ORD-FBEA71BB,2025-06-22,"Hamburg, DE","New York, US",Atlantic,Sea,Auto Parts,12,14,13,0,On Time,None,0.14,9.8,3.44,95.76,168,Standard Shipping
ORD-6CA6A405,2024-08-20,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Textiles,7,9,7,0,On Time,None,0.67,4.9,2.28,3801.75,4553,Standard Shipping
ORD-1B1F0235,2024-01-28,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Semiconductors,18,20,18,0,On Time,None,0.19,2.3,3.17,4225.69,7102,Standard Shipping
ORD-C3A94403,2025-11-22,"Hamburg, DE","New York, US",Atlantic,Sea,Auto Parts,12,14,13,0,On Time,None,0.72,6.7,2.8,6523.1,7585,Standard Shipping
ORD-33516ACD,2024-03-24,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Perishable Foods,7,8,9,1,Late,None,0.32,1.2,5.5,3855.72,5842,Standard Shipping
ORD-67DA771D,2024-06-02,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Consumer Electronics,28,29,28,0,On Time,None,0.21,8.6,2.1,4179.34,6908,Standard Shipping
ORD-C7BED858,2024-12-31,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Semiconductors,28,31,28,0,On Time,None,0.5,4.7,2.41,739.5,986,Standard Shipping
ORD-B6ED4E68,2024-10-29,"Santos, BR","Shanghai, CN",Commodity,Sea,Raw Materials,35,37,35,0,On Time,None,0.31,5.9,2.13,2918.03,4455,Standard Shipping
ORD-A1BB7BD2,2024-03-03,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Pharmaceuticals,24,27,24,0,On Time,None,0.51,5.6,2.41,6684.77,8854,Standard Shipping
ORD-6D7B50D7,2024-10-09,"Santos, BR","Shanghai, CN",Commodity,Sea,Pharmaceuticals,35,36,35,0,On Time,None,0.52,8.4,2.83,90.44,119,Standard Shipping
ORD-5A4FD23C,2024-11-02,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Consumer Electronics,7,8,7,0,On Time,None,0.56,1.7,4.03,7669.74,9833,Standard Shipping
ORD-BE818DDF,2024-03-02,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Raw Materials,28,30,29,0,On Time,None,0.84,3.1,4.09,8527.48,9269,Standard Shipping
ORD-E2F7C32C,2025-10-31,"Shenzhen, CN","Rotterdam, NL",Suez,Air,Semiconductors,3,5,3,0,On Time,None,0.9,5.4,5.25,12205.6,1168,Standard Shipping
ORD-D356E15C,2024-01-11,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Textiles,24,26,24,0,On Time,None,0.3,7.0,4.07,6237.4,9596,Standard Shipping
ORD-82145C53,2024-10-15,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Textiles,24,25,35,10,Late,Geopolitical Conflict (Route Diversion),0.86,8.1,3.89,7939.97,5336,Re-routing
ORD-ABB3F07C,2025-03-27,"Mumbai, IN","Felixstowe, UK",Suez,Air,Pharmaceuticals,3,6,13,7,Late,Geopolitical Conflict (Route Diversion),0.34,6.3,3.8,119942.33,6781,Expedited Air Freight
ORD-FA22D9D8,2025-06-07,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Perishable Foods,18,20,18,0,On Time,None,0.84,8.4,3.31,8878.92,9651,Standard Shipping
ORD-CEAF98AF,2024-03-16,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Pharmaceuticals,18,21,18,0,On Time,None,0.83,3.5,4.99,8621.13,9422,Standard Shipping
ORD-6CCB31A2,2024-08-05,"Santos, BR","Shanghai, CN",Commodity,Sea,Perishable Foods,35,37,35,0,On Time,None,0.12,6.9,2.77,3236.24,5779,Standard Shipping
ORD-C56CF7A3,2025-03-08,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Raw Materials,24,25,40,15,Late,Geopolitical Conflict (Route Diversion),0.36,9.4,3.24,1305.6,1200,Re-routing
ORD-D3E31DE0,2024-06-21,"Tokyo, JP","Singapore, SG",Intra-Asia,Air,Pharmaceuticals,2,5,2,0,On Time,None,0.87,3.2,2.22,68786.08,6688,Standard Shipping
ORD-55128C95,2024-06-03,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Raw Materials,24,26,24,0,On Time,None,0.68,4.6,2.53,5798.52,6903,Standard Shipping
ORD-607960CC,2024-09-24,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Consumer Electronics,28,29,41,12,Late,Geopolitical Conflict (Route Diversion),0.34,0.5,2.62,1546.9,1443,Re-routing
ORD-54F2155A,2024-07-20,"Hamburg, DE","New York, US",Atlantic,Air,Pharmaceuticals,2,4,2,0,On Time,None,0.33,9.6,3.61,47152.49,6446,Standard Shipping
ORD-DA239722,2024-03-16,"Hamburg, DE","New York, US",Atlantic,Sea,Textiles,12,14,12,0,On Time,None,0.82,6.9,4.42,6113.38,6718,Standard Shipping
ORD-D1A5A3F1,2024-08-26,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Perishable Foods,7,10,7,0,On Time,None,0.61,4.1,5.45,3748.88,4657,Standard Shipping
ORD-2623734E,2025-02-25,"Hamburg, DE","New York, US",Atlantic,Air,Pharmaceuticals,2,3,2,0,On Time,None,0.65,4.3,2.83,27433.72,3023,Standard Shipping
ORD-1C019C93,2025-03-15,"Mumbai, IN","Felixstowe, UK",Suez,Air,Pharmaceuticals,3,5,2,0,On Time,None,0.31,4.9,3.19,4971.45,690,Standard Shipping
ORD-98CEF801,2024-03-30,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Raw Materials,7,10,7,0,On Time,None,0.4,0.7,2.28,4743.9,6777,Standard Shipping
ORD-0C25F878,2025-10-05,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Raw Materials,18,20,19,0,On Time,None,0.31,7.4,1.27,2376.99,3629,Standard Shipping
ORD-A434F7E6,2025-03-01,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Textiles,7,8,7,0,On Time,None,0.8,5.1,3.96,3465.0,3850,Standard Shipping
ORD-07786984,2024-02-29,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Pharmaceuticals,18,19,18,0,On Time,None,0.85,2.6,3.95,7865.28,8503,Standard Shipping
ORD-9319E181,2025-06-22,"Shanghai, CN","Los Angeles, US",Pacific,Air,Pharmaceuticals,2,4,1,0,On Time,None,0.38,7.3,3.34,10914.42,1438,Standard Shipping
ORD-4A56099C,2024-06-26,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Raw Materials,24,26,24,0,On Time,None,0.46,2.7,3.26,1982.68,2716,Standard Shipping
ORD-47C7A7D7,2024-12-29,"Mumbai, IN","Felixstowe, UK",Suez,Air,Pharmaceuticals,3,4,3,0,On Time,None,0.45,5.2,2.43,42841.7,5372,Standard Shipping
ORD-6B2580FA,2025-03-12,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Auto Parts,18,21,18,0,On Time,None,0.47,5.6,3.13,6372.45,8670,Standard Shipping
ORD-BDD94FFA,2024-09-30,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Semiconductors,28,30,28,0,On Time,None,0.69,9.4,3.13,1913.08,2264,Standard Shipping
ORD-AA3A2929,2025-09-05,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Textiles,24,26,24,0,On Time,None,0.26,9.8,2.56,3419.01,5427,Standard Shipping
ORD-16569B21,2025-09-03,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Raw Materials,18,20,18,0,On Time,None,0.39,7.9,3.31,5960.32,8576,Standard Shipping
ORD-FF4EAD79,2025-11-09,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Pharmaceuticals,18,20,16,0,On Time,None,0.68,9.9,4.97,1180.2,1405,Standard Shipping
ORD-59B2058B,2024-04-19,"Mumbai, IN","Felixstowe, UK",Suez,Air,Pharmaceuticals,3,5,2,0,On Time,None,0.81,8.1,2.87,19033.96,1912,Standard Shipping
ORD-82B5A35E,2024-05-15,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Consumer Electronics,28,30,28,0,On Time,None,0.12,0.0,2.89,3545.36,6331,Standard Shipping
ORD-74272FD8,2024-04-29,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Auto Parts,7,10,13,3,Late,Port Congestion,0.54,3.3,0.21,7631.47,9010,Standard Shipping
ORD-A94C449B,2024-06-02,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Textiles,7,10,7,0,On Time,None,0.15,1.9,0.1,5636.15,9802,Standard Shipping
ORD-B5765FCD,2025-03-07,"Hamburg, DE","New York, US",Atlantic,Sea,Auto Parts,12,14,13,0,On Time,None,0.22,9.4,4.06,1659.81,2721,Standard Shipping
ORD-FB2B2469,2024-07-17,"Santos, BR","Shanghai, CN",Commodity,Sea,Consumer Electronics,35,38,35,0,On Time,None,0.32,1.7,4.2,5734.74,8689,Standard Shipping
ORD-4FE336FB,2025-06-17,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Raw Materials,28,29,28,0,On Time,None,0.46,9.8,1.95,2356.44,3228,Standard Shipping
ORD-D00E5E72,2024-04-05,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Perishable Foods,24,26,43,17,Late,Geopolitical Conflict (Route Diversion),0.59,3.7,3.91,4254.83,3345,Re-routing
ORD-9B7D3205,2024-11-02,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Pharmaceuticals,24,26,24,0,On Time,None,0.73,3.0,4.74,5103.5,5900,Standard Shipping
ORD-13F3C8EF,2024-07-17,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Raw Materials,24,27,24,0,On Time,None,0.17,7.9,3.72,2251.66,3849,Standard Shipping
ORD-E638EEE0,2025-04-04,"Tokyo, JP","Singapore, SG",Intra-Asia,Air,Semiconductors,2,3,2,0,On Time,None,0.84,2.5,2.71,15291.32,1511,Standard Shipping
ORD-48672487,2025-05-20,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Textiles,28,31,42,11,Late,Geopolitical Conflict (Route Diversion),0.66,7.2,4.15,5043.74,3798,Re-routing
ORD-FE8721E0,2025-01-03,"Hamburg, DE","New York, US",Atlantic,Sea,Consumer Electronics,12,14,15,1,Late,Port Congestion,0.56,4.4,1.65,4688.11,5464,Standard Shipping
ORD-E38AFE88,2024-10-12,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Textiles,28,31,43,12,Late,Geopolitical Conflict (Route Diversion),0.8,1.9,3.57,4154.4,2885,Re-routing
ORD-7DF892F3,2024-05-31,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Perishable Foods,18,21,22,1,Late,Port Congestion,0.79,1.4,3.87,4730.53,4805,Standard Shipping
ORD-4D0D0FE7,2024-05-28,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Auto Parts,28,30,27,0,On Time,None,0.78,3.2,3.74,8097.22,9098,Standard Shipping
ORD-1B5E8BF2,2025-08-16,"Hamburg, DE","New York, US",Atlantic,Sea,Raw Materials,12,15,12,0,On Time,None,0.12,4.4,3.46,873.04,1559,Standard Shipping
ORD-E41BD6AC,2024-05-21,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Semiconductors,28,30,38,8,Late,Geopolitical Conflict (Route Diversion),0.5,1.2,3.18,8870.4,4928,Expedited Air Freight
ORD-0CDA342D,2026-01-01,"Hamburg, DE","New York, US",Atlantic,Sea,Auto Parts,12,15,14,0,On Time,None,0.78,2.3,4.38,3090.08,3472,Standard Shipping
ORD-C9E67494,2024-10-09,"Hamburg, DE","New York, US",Atlantic,Sea,Consumer Electronics,12,14,11,0,On Time,None,0.73,3.0,2.93,2261.97,2615,Standard Shipping
ORD-9BFB1B05,2025-01-05,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Consumer Electronics,24,25,23,0,On Time,None,0.2,7.9,3.17,4122.0,6870,Standard Shipping
ORD-E77D4DB0,2024-02-23,"Hamburg, DE","New York, US",Atlantic,Sea,Semiconductors,12,13,18,5,Late,Port Congestion,0.3,1.0,3.01,2625.48,2448,Expedited Air Freight
ORD-3F216C60,2025-12-10,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Consumer Electronics,28,30,28,0,On Time,None,0.22,8.8,4.9,629.52,1032,Standard Shipping
ORD-E4C7670E,2025-05-14,"Hamburg, DE","New York, US",Atlantic,Sea,Auto Parts,12,13,11,0,On Time,None,0.8,5.1,3.14,712.8,792,Standard Shipping
ORD-8F3AF874,2025-04-10,"Hamburg, DE","New York, US",Atlantic,Sea,Auto Parts,12,15,11,0,On Time,None,0.15,9.7,3.57,4282.02,7447,Standard Shipping
ORD-0304C68F,2024-04-18,"Hamburg, DE","New York, US",Atlantic,Sea,Perishable Foods,12,13,12,0,On Time,None,0.19,9.7,5.19,3691.38,6204,Standard Shipping
ORD-6EC29F45,2025-05-02,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Auto Parts,24,27,23,0,On Time,None,0.75,0.5,4.08,7511.0,8584,Standard Shipping
ORD-6169C6A4,2024-08-13,"Hamburg, DE","New York, US",Atlantic,Sea,Raw Materials,12,14,12,0,On Time,None,0.65,7.1,4.35,6468.82,7841,Standard Shipping
ORD-A6388618,2025-09-15,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Textiles,18,20,18,0,On Time,None,0.68,5.4,3.43,1516.2,1805,Standard Shipping
ORD-ECDE684E,2025-09-14,"Tokyo, JP","Singapore, SG",Intra-Asia,Air,Semiconductors,2,5,3,0,On Time,None,0.12,1.0,4.19,9856.0,1600,Standard Shipping
ORD-53B44EC4,2025-02-22,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Semiconductors,28,30,28,0,On Time,None,0.87,2.7,4.11,8584.24,9181,Standard Shipping
ORD-59FCD551,2024-02-11,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Textiles,28,29,28,0,On Time,None,0.35,5.4,2.38,6375.38,9445,Standard Shipping
ORD-1662FEDB,2025-03-10,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Textiles,24,27,25,0,On Time,None,0.61,4.0,2.62,4457.28,5537,Standard Shipping
ORD-BBCDE66F,2024-09-28,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Raw Materials,28,29,47,18,Late,Geopolitical Conflict (Route Diversion),0.37,7.9,4.23,5130.38,4681,Re-routing
ORD-60320AA6,2025-10-23,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Consumer Electronics,18,19,18,0,On Time,None,0.34,4.2,2.22,5503.38,8214,Standard Shipping
ORD-7999E22B,2025-12-30,"Hamburg, DE","New York, US",Atlantic,Sea,Perishable Foods,12,15,12,0,On Time,None,0.56,2.8,4.76,2737.8,3510,Standard Shipping
ORD-6AFE2FC1,2024-06-27,"Santos, BR","Shanghai, CN",Commodity,Sea,Consumer Electronics,35,37,38,1,Late,Port Congestion,0.89,2.3,7.76,8142.41,7833,Standard Shipping
ORD-3D963102,2025-07-15,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Perishable Foods,7,10,7,0,On Time,None,0.11,3.2,2.58,1173.27,2114,Standard Shipping
ORD-3CB1907D,2024-08-05,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Auto Parts,18,20,17,0,On Time,None,0.79,6.8,3.5,6401.94,7153,Standard Shipping
ORD-3C542649,2025-01-05,"Santos, BR","Shanghai, CN",Commodity,Sea,Textiles,35,36,35,0,On Time,None,0.87,3.9,3.71,3480.07,3722,Standard Shipping
ORD-815E801A,2025-05-11,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Consumer Electronics,18,20,24,4,Late,Port Congestion,0.36,2.0,3.19,5992.98,8012,Standard Shipping
ORD-8554DC75,2025-12-20,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Raw Materials,24,27,24,0,On Time,None,0.34,4.5,4.03,763.13,1139,Standard Shipping
